ACCURACY,RATE
0.000,0.5195607412491421
0.005,0.5188743994509266
0.010,0.5188743994509266
0.015,0.5188743994509266
0.020,0.5188743994509266
0.025,0.5188743994509266
0.030,0.5188743994509266
0.035,0.5188743994509266
0.040,0.5188743994509266
0.045,0.5188743994509266
0.050,0.5188743994509266
0.055,0.5188743994509266
0.060,0.5188743994509266
0.065,0.5188743994509266
0.070,0.5188743994509266
0.075,0.5188743994509266
0.080,0.5188743994509266
0.085,0.5188743994509266
0.090,0.5161290322580645
0.095,0.5161290322580645
0.100,0.5161290322580645
0.105,0.5161290322580645
0.110,0.5161290322580645
0.115,0.5161290322580645
0.120,0.5161290322580645
0.125,0.5161290322580645
0.130,0.5161290322580645
0.135,0.5161290322580645
0.140,0.5161290322580645
0.145,0.5161290322580645
0.150,0.5161290322580645
0.155,0.5161290322580645
0.160,0.5161290322580645
0.165,0.5161290322580645
0.170,0.5161290322580645
0.175,0.5161290322580645
0.180,0.5161290322580645
0.185,0.5161290322580645
0.190,0.5161290322580645
0.195,0.5161290322580645
0.200,0.5161290322580645
0.205,0.5161290322580645
0.210,0.5161290322580645
0.215,0.5161290322580645
0.220,0.5161290322580645
0.225,0.5161290322580645
0.230,0.5161290322580645
0.235,0.5154426904598490
0.240,0.5154426904598490
0.245,0.5154426904598490
0.250,0.5154426904598490
0.255,0.5154426904598490
0.260,0.5154426904598490
0.265,0.5085792724776939
0.270,0.5085792724776939
0.275,0.5085792724776939
0.280,0.5085792724776939
0.285,0.5085792724776939
0.290,0.5085792724776939
0.295,0.5085792724776939
0.300,0.5085792724776939
0.305,0.5085792724776939
0.310,0.5085792724776939
0.315,0.5085792724776939
0.320,0.5085792724776939
0.325,0.5024021962937543
0.330,0.5024021962937543
0.335,0.5024021962937543
0.340,0.5024021962937543
0.345,0.5024021962937543
0.350,0.5024021962937543
0.355,0.5024021962937543
0.360,0.5024021962937543
0.365,0.5024021962937543
0.370,0.5024021962937543
0.375,0.5024021962937543
0.380,0.5024021962937543
0.385,0.5024021962937543
0.390,0.5024021962937543
0.395,0.5024021962937543
0.400,0.5024021962937543
0.405,0.5024021962937543
0.410,0.5024021962937543
0.415,0.5024021962937543
0.420,0.5024021962937543
0.425,0.5024021962937543
0.430,0.5024021962937543
0.435,0.5024021962937543
0.440,0.5024021962937543
0.445,0.5024021962937543
0.450,0.5024021962937543
0.455,0.5024021962937543
0.460,0.5024021962937543
0.465,0.5024021962937543
0.470,0.5024021962937543
0.475,0.5024021962937543
0.480,0.5024021962937543
0.485,0.5024021962937543
0.490,0.5024021962937543
0.495,0.5024021962937543
0.500,0.5024021962937543
0.505,0.5024021962937543
0.510,0.5024021962937543
0.515,0.5024021962937543
0.520,0.5024021962937543
0.525,0.5024021962937543
0.530,0.5024021962937543
0.535,0.5024021962937543
0.540,0.5024021962937543
0.545,0.5024021962937543
0.550,0.5024021962937543
0.555,0.5024021962937543
0.560,0.5024021962937543
0.565,0.5024021962937543
0.570,0.5024021962937543
0.575,0.5024021962937543
0.580,0.5024021962937543
0.585,0.5024021962937543
0.590,0.5024021962937543
0.595,0.5024021962937543
0.600,0.5024021962937543
0.605,0.5024021962937543
0.610,0.5024021962937543
0.615,0.5024021962937543
0.620,0.5024021962937543
0.625,0.5024021962937543
0.630,0.5024021962937543
0.635,0.5024021962937543
0.640,0.5024021962937543
0.645,0.5024021962937543
0.650,0.5024021962937543
0.655,0.5024021962937543
0.660,0.5024021962937543
0.665,0.5024021962937543
0.670,0.5024021962937543
0.675,0.5024021962937543
0.680,0.5024021962937543
0.685,0.5024021962937543
0.690,0.5024021962937543
0.695,0.5024021962937543
0.700,0.5024021962937543
0.705,0.5024021962937543
0.710,0.5024021962937543
0.715,0.5024021962937543
0.720,0.5024021962937543
0.725,0.5024021962937543
0.730,0.5024021962937543
0.735,0.5024021962937543
0.740,0.5024021962937543
0.745,0.5024021962937543
0.750,0.5024021962937543
0.755,0.5024021962937543
0.760,0.5024021962937543
0.765,0.5024021962937543
0.770,0.5024021962937543
0.775,0.5024021962937543
0.780,0.5024021962937543
0.785,0.5024021962937543
0.790,0.5024021962937543
0.795,0.5024021962937543
0.800,0.5024021962937543
0.805,0.5024021962937543
0.810,0.5024021962937543
0.815,0.5024021962937543
0.820,0.5024021962937543
0.825,0.5024021962937543
0.830,0.5017158544955388
0.835,0.5017158544955388
0.840,0.5010295126973233
0.845,0.4982841455044612
0.850,0.4969114619080302
0.855,0.4962251201098147
0.860,0.4948524365133837
0.865,0.4948524365133837
0.870,0.4934797529169526
0.875,0.4921070693205216
0.880,0.4893617021276596
0.885,0.4886753603294441
0.890,0.4879890185312286
0.895,0.4879890185312286
0.900,0.4797529169526424
0.905,0.4776938915579959
0.910,0.4749485243651339
0.915,0.4687714481811943
0.920,0.4577899794097460
0.925,0.4557309540150995
0.930,0.4502402196293754
0.935,0.4461221688400824
0.940,0.4406314344543583
0.945,0.4289636238846946
0.950,0.4076870281400137
0.955,0.3699382292381606
0.960,0.3342484557309540
0.965,0.3308167467398764
0.970,0.3157172271791352
0.975,0.2820864790665751
0.980,0.2388469457789980
0.985,0.1461908030199039
0.990,0.1434454358270419
0.995,0.0562800274536719
1.000,0.0562800274536719
